DIAXWRI/ZON, V1  PAPNSN, XWRI/ZW          DIA
KATOIKEI/TWSAN, V2  PAD3P, OI)KE/W          KATA
KATAPAU/SH|, VA  AAS3S, PAU/W            KATA
KATAKLHRONOMH/SOUSIN, VF  FAI3P, KLHRONOME/W      KATA
E)PANASTRAFH/SESQE, VD  FPI2P, STRE/FW          E)PI  A)NA
E)NEKAQH/MEQA, V   IMI1P, KAQH/MAI         E)N
PROSQH/SETE, VF  FAI2P, TI/QHMI          PROS
A)POSTH/TWSAN, VH  AAD3P, I(/STHMI         A)PO
PROSH/LQETE, VBI AAI2P, E)/RXOMAI        PROS
E)KTRIBH/SESQE, VD  FPI2P, TRI/BW           E)K
DIASPEREI=, VF2 FAI3S, SPEI/RW          DIA
KATALEIFQH/SESQE, VV  FPI2P, LEI/PW           KATA
E)KZHTH/SHTE, VA  AAS2P, ZHTE/W           E)K
PROSQW/MEQA, VE  AMS1P, TI/QHMI          PROS
A)POSTRA/FHTE, VB  APD2P, STRE/FW          A)PO
E)KKLINEI=TE, VF2 FAI2P, KLI/NW           E)K
PROBIBA/SEIS, VF  FAI2S, BIBA/ZW          PRO
A)FA/YEIS, VF  FAI2S, A(/PTW           A)PO
E)CELATO/MHSAS, VAI AAI2S, LATOME/W         E)K
KATEFU/TEUSAS, VAI AAI2S, FUTEU/W          KATA
E)COLEQREU/SH|, VA  AAS3S, O)LEQREU/W       E)K
E)KPEIRA/SEIS, VF  FAI2S, PEIRA/ZW         E)K
E)CEPEIRA/SASQE, VAI AMI2P, PEIRA/ZW         E)K
DIAQH/SH|, VF  FMI2S, TI/QHMI          DIA
E)COLEQREU/SEI, VF  FAI3S, O)LEQREU/W       E)K
E)KTRIBW=SIN, VD  APS3P, TRI/BW           E)K
KATANALW/SEI, VF  FAI3S, A(LI/SKW         KATA  A)NA
E)COLEQREU/SH|S, VA  AAS2S, O)LEQREU/W       E)K
PROSOXQIEI=S, VF2 FAI2S, O)XQI/ZW         PROS
E)KPEIRA/SH|, VA  AAS3S, PEIRA/ZW         E)K
DIAGNWSQH=|, VS  APS3S, GIGNW/SKW        DIA
E)NDEHQH/SH|, VC  FPI2S, DE/W             E)N
E)MPLHSQH/SH|, VS  FPI2S, PI/MPLHMI        E)N
A)POLLU/EI, V5  PAI3S, O)LLU/W          A)PO
PARW/CUNAS, VAI AAI2S, O)CU/NW          PARA
KATEGINO/MHN, V1I IMI1S, GI/GNOMAI        KATA
SUNE/KOYA, VAI AAI1S, KO/PTW           SUN
KATALE/SAS, VA  AAPNSM, A)LE/W           KATA
A)/PARON, VA  AAD2S, AI)/RW           A)PO
EI)SPOREUE/SQWSAN, V1  PMD3P, POREU/OMAI       EI)S
PERITEMEI=SQE, VF2 FMI2P, TE/MNW           PERI
KATADIWKO/NTWN, V1  PAPGPM, DIW/KW           KATA
E)KPEPO/REUSQE, VM  XMI2P, POREU/OMAI       E)K
PARABH=TE, VZ  AAS2P, BAI/NW           PARA
A)FA/YETE, VF  FAI2P, A(/PTW           A)PO
E)PIBH=TE, VZ  AAS2P, BAI/NW           E)PI
KATASKA/YETE, VF  FAI2P, SKA/PTW          KATA
E)KZHTH/SETE, VF  FAI2P, ZHTE/W           E)K
E)PIBA/LHTE, VB  AAS2P, BA/LLW           E)PI
DIABH/SESQE, VF  FMI2P, BAI/NW           DIA
KATAKLHRONOMEI=, V2  PAI3S, KLHRONOME/W      KATA
E)MPLATU/NH|, V1  PAS3S, PLATU/NW         E)N
E)PIQUMH/SH|, VA  AAS3S, QUME/W           E)PI
KATAKLHRONOMH/SH|S, VA  AAS2S, KLHRONOME/W      KATA
KATOIKH/SH|S, VA  AAS2S, OI)KE/W          KATA
E)KZHTH/SH|S, VA  AAS2S, ZHTE/W           E)K
E)COLEQREUQH=NAI, VC  APN, O)LEQREU/W       E)K
E)NUPNIAZO/MENOS, V1  PMPNSM, U(PNIA/ZW        E)N
E)NUPNIAZOME/NOU, V1  PMPGSM, U(PNIA/ZW        E)N
PROSTEQH/SESQE, VC  FPI2P, TI/QHMI          PROS
E)PIPOQH/SEIS, VF  FAI2S, POQE/W           E)PI
PROSQH/SOUSIN, VF  FAI3P, TI/QHMI          PROS
E)CH/LQOSAN, VAI AAI3P, E)/RXOMAI        E)K
A)NAIRW=N, V2  PAPNSM, AI(RE/W          A)NA
A)NELEI=S, VF2 FAI2S, AI(RE/W          A)NA
A)NAQEMATIEI=TE, VF2 FAI2P, QEMATI/ZW        A)NA
E)MPRH/SEIS, VF  FAI2S, PI/PRHMI         E)N
A)NOIKODOMHQH/SETAI, VC  FPI3S, OI)KODOME/W      A)NA
A)PODEKATW/SEIS, VF  FAI2S, DEKATO/W         A)PO
E)COI/SEIS, VF  FAI2S, FE/RW            E)K
A)PAITH/SEIS, VF  FAI2S, AI)TE/W          A)PO
E)PIKE/KLHTAI, VM  XPI3S, KALE/W           E)PI
A)POSTE/RCEIS, VF  FAI2S, STE/RGW          A)PO
SUSFI/GCH|S, VA  AAS2S, FI/GGW           SUN
E)PIDEOME/NOU, V2  PMPGSM, DE/W             E)PI
A)NOI/CEIS, VF  FAI2S, OI)/GW           A)NA
E)PIDE/ETAI, V2  PMI3S, DE/W             E)PI
E)NDEEI=TAI, VF2 FMI3S, DE/W             E)N
E)PIDEOME/NW|, V2  PMPDSM, DE/W             E)PI
E)CAPOSTELEI=S, VF2 FAI2S, STE/LLW          E)K   A)PO
E)CAPOSTE/LLH|S, V1  PAS2S, STE/LLW          E)K   A)PO
E)CAPOSTELLOME/NWN, V1  PMPGPM, STE/LLW          E)K   A)PO
A)POSTRAFH/SH|, VD  FPI2S, STRE/FW          A)PO
E)CAI/REI, V1  PAI3S, AI)/RW           E)K
A)NAGGELH=|, VD  APS3S, A)GGE/LLW        A)NA
E)KZHTH/SEIS, VF  FAI2S, ZHTE/W           E)K
E)CAREI=S, VF2 FAI2S, AI)/RW           E)K
E)KZHTH/SANTES, VA  AAPNPM, ZHTE/W           E)K
A)NAGGELOU=SI/N, VF2 FAI3P, A)GGE/LLW        A)NA
E)KKLINEI=S, VF2 FAI2S, KLI/NW           E)K
KAQI/SH|, VF  FMI2S, I(/ZW            KATA
PERIKAQAI/RWN, V1  PAPNSM, AI)/RW           PERI  KATA
KATAKLHRONOMEI=S, V2  PAI2S, KLHRONOME/W      KATA
PROSQH/SOMEN, VF  FAI1P, TI/QHMI          PROS
KATAKLHRONOMH/SHTE, VA  AAS2P, KLHRONOME/W      KATA
KATAMERI/ZEI, V1  PAI3S, MERI/ZW          KATA
E)KKROUSQH=|, VS  APS3S, KROU/W           E)K
METAKINH/SEIS, VF  FAI2S, KINE/W           META
KATEKLHRONOMH/QHS, VCI API2S, KLHRONOME/W      KATA
KATASTH=|, VH  AAS3S, I(/STHMI         KATA
KATALE/GWN, V1  PAPNSM, LE/GW            KATA
PROSPOREU/ESQE, V1  PMI2P, POREU/OMAI       PROS
E)KLUE/SQW, V1  PMD3S, LU/W             E)K
A)POSTRAFH/TW, VD  APD3S, STRE/FW          A)PO
E)GKAINIEI=, VF  FAI3S, KAINI/ZW         E)N
E)KKALE/SH|, VA  AAS3S, KALE/W           E)K
PERIKAQIEI=S, VF2 FAI2S, I(/ZW            PERI  KATA
PRONOMEU/SEIS, VF  FAI2S, NOMEU/W          PRO
PERIKAQI/SH|S, VA  AAS2S, I(/ZW            PERI  KATA
E)COLEQREU/SEIS, VF  FAI2S, O)LEQREU/W       E)K
E)KMETRH/SOUSIN, VF  FAI3P, METRE/W          E)K
KATABIBA/SOUSIN, VF  FAI3P, BIBA/ZW          KATA
PERIONUXIEI=S, VF2 FAI2S, O)NUXI/ZW        PERI
PERIELEI=S, VF2 FAI2S, AI(RE/W          PERI
SUNOIKISQH/SH|, VC  FPI2S, OI)KI/ZW         SUN
KATAKLHRODOTH=|, V2  PAS3S, KLHRODOTE/W      KATA
U(PERIDW\N, VB  AAPNSM, O(RA/W           U(PER
U(PAKOU/WN, V1  PAPNSM, A)KOU/W          U(PO
EI)SAKOU/H|, V1  PAS3S, A)KOU/W          EI)S
SUMBOLOKOPW=N, V2  PAPNSM, BOLOKOPE/W       SUN
E)PIKOIMHQH/SETAI, VC  FPI3S, KOIMA/W          E)PI
KEKATHRAME/NOS, VM  XMPNSM, A)RA/OMAI        KATA
U(PERI/DH|S, VB  AAS2S, O(RA/W           U(PER
A)NISTW=N, V6  PAPNSM, I(/STHMI         A)NA
E)NDU/SH|, VF  FMI2S, DU/W             E)N
SUNOIKH/SH|, VA  AAS3S, OI)KE/W          SUN
E)PIQH=|, VE  AAS3S, TI/QHMI          E)PI
A)NAPTU/COUSIN, VF  FAI3P, PTU/SSW          A)NA
E)CA/CETE, VF  FAI2P, A)/GW            E)K
PROSAGOREU/SEIS, VF  FAI2S, A)GOREU/W        PROS
E)CELEU/SH|, VF  FMI2S, E)/RXOMAI        E)K
DIAKAQIZA/NH|S, V1  PAS2S, I(ZA/NW          DIA   KATA
E)MPERIPATEI=, V2  PAI3S, PATE/W           E)N   PERI
PROSTE/QEITAI/, VT  XMI3S, TI/QHMI          PROS
KATOIKH/SEI, VF  FAI3S, OIKE/W           KATA
E)KZHTW=N, V2  PAPNSM, ZHTE/W           E)K
E)KZHTH/SEI, VF  FAI3S, ZHTE/W           E)K
E)PIBLHQH/SETAI, VC  FPI3S, BA/LLW           E)PI
A)PADIKH/SEIS, VF  FAI2S, A)DIKE/W         A)PO
E)PIDU/SETAI, VF  FMI3S, DU/W             E)PI
KATABOH/SETAI, VF  FMI3S, BOA/W            KATA
E)PANASTRAFH/SH|, VC  FPI2S, STRE/FW          E)PI  A)NA
E)PANASTRE/YEIS, VF  FAI2S, STRE/FW          E)PI  A)NA
KATAGNW=SIN, VZ  AAS3P, GIGNW/SKW        KATA
KAQIEI=S, VF2 FAI2S, I(/ZW            KATA
PROSQW=SIN, VE  AAS3P, TI/QHMI          PROS
SUNOIKH/SEI, VF  FAI3S, OI)KE/W          SUN
KATASTAQH/SETAI, VC  FPI3S, I(/STHMI         KATA
A)NABH/SETAI, VF  FMI3S, BAI/NW           A)NA
U(POLU/SEI, VF  FAI3S, LU/W             U(PO
E)MPTU/SETAI, VF  FMI3S, PTU/W            E)N
U(POLUQE/NTOS, VC  APPGSM, LU/W             U(PO
A)POKO/YEIS, VF  FAI2S, KO/PTW           A)PO
E)CALEI/YEIS, VF  FAI2S, A)LEI/FW         E)K
A)POKRIQH/SH|, VC  FPI2S, KRI/NW           A)PO
SUNTELE/SH|S, VA  AAS2S, TELE/W           SUN
A)PODEKATW=SAI, VA  AAN, DEKATO/W         A)PO
E)CEKA/QARA, VAI AAI1S, AI)/RW           E)K   KATA
EI)SAKOU/SH|S, VA  AAS2S, A)KOU/W          EI)S
PARABH/SH|, VF  FMI2S, BAI/NW           PARA
KATALH/MYONTAI/, VF  FMI3P, LAMBA/NW         KATA
PROSKOLLH/SAI, VA  AAO3S, KOLLA/W          PROS
E)CANALW/SH|, VA  AAS3S, A(LI/SKW         E)K   A)NA
KATADIW/CONTAI/, VF  FMI3P, DIW/KW           KATA
E)KTRI/YH|, VA  AAS3S, TRI/BW           E)K
KATERGA=|, VF2 FMI2S, E)RGA/ZOMAI      KATA
KATABH/SH|, VF  FMI2S, BAI/NW           KATA
E)PAPOSTELEI=, VF2 FAI3S, STE/LLW          E)PI  A)PO
E)PA/CEI, VF  FAI3S, A)/GW            E)PI
KAQAIREQW=SIN, VC  APS3P, AI(RE/W          KATA
KATE/SQH|, V1  PAS3S, E)SQI/W          KATA
E)PISTRE/YEI, VF  FAI3S, STRE/FW          E)PI
DIEULABOU=, V1  IMI2S, EU)LABE/OMAI     DIA
E)CARQH/SESQE, VC  FPI2P, AI)/RW           E)K
A)NAPAU/SEI, VF  FAI3S, PAU/W            A)NA
SUNH=TE, V9  AAS2P, I(/HMI           SUN
KATW|KH/SAMEN, VAI AAI1P, OI)KE/W          KATA
PARH/LQETE, VBI AAI2P, E)/RXOMAI        PARA
E)PIFHMI/SHTAI, VB  AMS3S, FHMI/ZW          E)PI/
SUNAPOLE/SH|, VA  AAS3S, O)LLU/W          SUN   A)PO
DIASTELEI=, VF2 FAI3S, STE/LLW          DIA
DIASKORPI/SH|, VA  AAS3S, SKORPI/ZW        DIA
U(PAKOU/SH|, VF  FMI2S, A)KOU/W          U(PO
PERIKAQARIEI=, VF2 FAI3S, KAQARI/ZW        PERI
E)PISTRAFH=|S, VD  APS2S, STRE/FW          E)PI
DIAPERA/SEI, VF  FAI3S, PERA/W           DIA
KATAKLHRONOMH/SEIS, VF  FAI2S, KLHRONOME/W      KATA
E)CWLE/QREUSEN, VAI AAI3S, O)LEQREU/W       E)K
A)NH=|, VB  AAS3S, I(/HMI           A)NA
SUMPOREUO/MENOS, V1  PMPNSM, POREU/OMAI       SUN
A)NH/SEI, VF  FAI3S, I(/HMI           A)NA
E)NTELOU=MAI, V2  PMI1S, TELE/W           E)N
E)GKATALEI/YOUSI/N, VF  FAI3P, LEI/PW           KATA  E)N
DIASKEDA/SOUSIN, VF  FAI3P, SKEDA/ZW         DIA
E)PISTRAFH/SONTAI, VD  FPI3P, STRE/FW          E)PI
A)NTIKATASTH/SETAI, VF  FMI3S, I(/STHMI         A)NTI KATA
E)PILHSQH=|, VC  APS3S, LANQA/NW         E)PI
PARAPIKRAI/NONTES, V1  PAPNPM, PIKRAI/NW        PARA
DIAMARTU/RWMAI, V1  PMS1S, MARTU/ROMAI      DIA
SUNANTH/SETAI, VF  FMI3S, A)NTA/W          SUN
PROSDOKA/SQW, V3  PMD3S, DOKA/W           PROS
KATABH/TW, VZ  AAD3S, BAI/NW           KATA
A)NTAPODI/DOTE, V8  PAI2P, DI/DWMI          A)NTI A)PO
SU/NETE, VA  AAD2P, I(/HMI           SUN
DIEI\S, VA  AAPNSN, I(/HMI           DIA
A)PELA/KTISEN, VAI AAI3S, LAKTI/ZW         A)PO
E)CEPI/KRANA/N, VAI AAI3P, PIKRAI/NW        E)K
PAREZH/LWSA/N, VAI AAI3P, ZHLO/W           PARA
PARW/RGISA/N, VAI AAI3P, O)RGI/ZW         PARA
E)KKE/KAUTAI, VM  XMI3S, KAI/W            E)K
SUNA/CW, VF  FAI1S, A)/GW            SUN
KATADECA/SQWSAN, VA  AMD3P, DE/XOMAI         KATA
E)PIO/NTA, V9  PAPASM, EI)=MI           E)PI
METAKINH/SOUSIN, VF  FAI3P, KINE/W           META
PARAKLHQH/SETAI, VC  FPI3S, KALE/W           PARA
PAREIME/NOUS, VM  XMPAPM, I(/HMI           PARA
A)NASTH/TWSAN, VH  AAD3P, I(/STHMI         A)NA
E)NISXUSA/TWSAN, VA  AAD3P, I)SXU/W          E)N
E)KDIKA=TAI, VF  FMI3S, DIKA/ZW          E)K
E)KKAQARIEI=, VF2 FAI3S, KAQARI/ZW        E)K
E)NTELEI=SQE, V2  PMI2P, TELE/W           E)N
PROSTE/QHTI, VC  APD2S, TI/QHMI          PROS
E)PE/FANEN, VBI AAI3S, FAI/NW           E)PI
KATE/SPEUSEN, VAI AAI3S, SPEU/DW          KATA
EI)SE/LQOISAN, VB  AAO3P, E)/RXOMAI        EI)S
KA/TACON, VA  AAD2S, A)/GW            KATA
KATASKHNW/SEI, VF  FAI3S, SKHNO/W          KATA
E)COLEQREU/SOUSIN, VF  FAI3P, O)LEQREU/W       E)K
E)MPLATU/NWN, V1  PAPNSM, PLATU/NW         E)N
E)KPHDH/SETAI, VF  FMI3S, PHDA/W           E)K
E)MPLHSQH/TW, VS  APD3S, PI/MPLHMI        E)N
A)PO/LOIO, V5  PMO2S, O)LLU/W          A)PO
U(PERASPIEI=, VF  FAI3S, A)SPI/ZW         U(PER
E)PIBH/SH|, VF  FMI2S, BAI/NW           E)PI
A)PODIASTELEI=S, VF2 FAI2S, STE/LLW          A)PO  DIA
SUNH=|S, V9  PAS2S, EI)MI/           SUN
E)NTEI/LASQE, VA  AMD2P, TE/LLOMAI        E)N
SUMMAXH/SETE, VF  FAI2P, MAXE/W           SUN
E)NTEI/LH|, VA  AMS2S, TE/LLOMAI        E)N
KATASKOPEU=SAI, VA  AAN, SKOPEU/W         KATA
EI)SPEPO/REUNTAI, VM  XMI3P, POREU/OMAI       EI)S
KATADIW/CATE, VA  AAD2P, DIW/KW           KATA
KATALH/MYESQE, VF  FMI2P, LAMBA/NW         KATA
E)PIPE/PTWKEN, VX  XAI3S, PI/PTW           E)PI
KATECH/RANEN, VAI AAI3S, CHRAI/NW         KATA
E)CEPOREU/ESQE, V1I IMI2P, POREU/OMAI       E)K
E)CWLEQREU/SATE, VAI AAI2P, O)LEQREU/W       E)K
E)CELEI=SQE, VF2 FMI2P, AI(RE/W          E)K
KATEXA/LASEN, VAI AAI3S, XALA/W           KATA
SUNANTH/SWSIN, VA  AAS3P, A)NTA/W          SUN
EI)SPOREUO/MEQA, V1  PMI1P, POREU/OMAI       EI)S
E)KDH/SEIS, VF  FAI2S, DE/W             E)K
KATEBI/BASAS, VAI AAI2S, BIBA/ZW          KATA
KATE/PTHKEN, VX  XAI3S, PTH/SSW          KATA
A)PAREI=TE, VF2 FAI2P, AI)/RW           A)PO
PROSEGGI/SHTE, VA  AAS2P, E)GGI/ZW         PROS
PROSAGA/GETE, VB  AAD2P, A)/GW            PROS
PROXEIRI/SASQE, VA  AMD2P, XEIRE/W          PRO
KATAPAU/SWSIN, VA  AAS3P, PAU/W            KATA
PAREMBA/LHTE, VB  AAS2P, BA/LLW           PARA  E)N
A)PE/QHKAN, VHI AAI3P, TI/QHMI          A)PO
E)/KBHTE, VZ  AAD2P, BAI/NW           E)K
A)NAGGEI/LATE, VA  AAD2P, A)GGE/LLW        A)NA
A)POCHRA/NANTOS, VA  AAPGSM, CHRAI/NW         A)PO
A)PECH/RANEN, VAI AAI3S, CHRAI/NW         A)PO
KATEPLA/GHSAN, VDI API3P, PLH/SSW          KATA
PERI/TEME, VB  AAD2S, TE/MNW           PERI
PERIEKA/QAREN, VAI AAI3S, AI)/RW           PERI  KATA
DIW/RISEN, VAI AAI3S, O(RI/ZW          DIA
PERITMHQE/NTES, VC  APPNPM, TE/MNW           PERI
PROSTA/SSEIS, V1  PAI2S, TA/SSW           PROS
SUGKEKLEISME/NH, VT  XMPNSF, KLEI/W           SUN
PERI/STHSON, VA  AAD2S, I(/STHMI         PERI
A)NAKRAGE/TW, VB  AAD3S, KRA/ZW           A)NA
PARAPOREUE/SQWSAN, V1  PMD3P, POREU/OMAI       PARA
PARELQE/TWSAN, VB  AAD3P, E)/RXOMAI        PARA
E)PAKOLOUQEI/TW, V2  PAD3S, A)KOLOUQE/W      E)PI
A)NABOH/SETE, VF  FAI2P, BOA/W            A)NA
PERIEKU/KLWSE, VAI AAI3S, KUKLO/W          PERI
PERIH/LQOSAN, VBI AAI3P, E)/RXOMAI        PERI
PERIPOIH/SASQE, VA  AMD2P, POIE/W           PERI
E)KTRI/YHTE, VA  AAS2P, TRI/BW           E)K
EI)SENEXQH/SETAI, VQ  FPI3S, FE/RW            EI)S
KATASKOPEU/SASIN, VA  AAPDPM, SKOPEU/W         KATA
KATASKOPEU/SANTES, VA  AAPNPM, SKOPEU/W         KATA
KATASKOPEU/SANTAS, VA  AAPAPM, SKOPEU/W         KATA
E)PISTH/SEI, VF  FAI3S, I(/STHMI         E)PI
KATASKE/YASQE, VA  AMD2P, SKE/PTOMAI       KATA
A)NABH/TWSAN, VZ  AAD3P, BAI/NW           A)NA
E)KPOLIORKHSA/TWSAN, VA  AAD3P, POLIORKE/W       E)K
KATW|KI/SQHMEN, VSI API1P, OI)KI/ZW         KATA
E)KTRI/YOUSIN, VF  FAI3P, TRI/BW           E)K
E)PISTRE/YOUSIN, VF  FAI3P, STRE/FW          E)PI
E)CA/RHTE, VA  AAS2P, AI)/RW           E)K
SUNAXQH/SESQE, VQ  FPI2P, A)/GW            SUN
E)NDEIXQH=|, VC  APS3S, DEIKNU/W         E)N
E)GKE/KRUPTAI, VP  XPI3S, KRU/PTW          E)N
PROSA/COMEN, VF  FAI1P, A)/GW            PROS
A)POSPA/SOMEN, VF  FAI1P, SPA/W            A)PO
E)NEKA/QISAN, VAI AAI3P, I(/ZW            E)N   KATA
E)CANASTH/SONTAI, VF  FMI3P, I(/STHMI         E)K   A)NA
E)NE/PRHSAN, VAI AAI3P, PI/MPRHMI        E)N
A)POKTE/NNONTES, V1  PAPNPM, KTEI/NW          A)PO
E)NEPU/RISEN, VAI AAI3S, PURI/ZW          E)N
E)PIDU/NONTOS, V1  PAPGSM, DU/W             E)PI
KAQEI/LOSAN, VBI AAI3P, AI(RE/W          KATA
A)PODEDEME/NOUS, VM  XMPAPM, DE/W             A)PO
KATAPEPELMATWME/NA, VM  XMPNPN, PELMATO/OMAI     KATA
DIA/QESQE, VE  AMD2P, TI/QHMI          DIA
DIAQW=MAI, VE  AMS1S, TI/QHMI          DIA
PARAGEGO/NATE, VX  XAI2P, GI/GNOMAI        PARA
E)FWDIA/SQHMEN, VCI API1P, O)DIA/ZW         E)PI
PERIPOIHSO/MEQA, VF  FMI1P, POIE/W           PERI
PARELOGI/SASQE/, VAI AMI2P, LOGI/ZOMAI       PARA
A)NEI=LON, VBI AAI3P, AI(RE/W          A)NA
E)KPOLEMH/SWMEN, VA  AAS1P, POLEME/W         E)K
PERIEKA/QISAN, VAI AAI3P, I(/ZW            PERI  KATA
E)CEPOLIO/RKOUN, V2I IAI3P, POLIORKE/W       E)K
E)KLU/SH|S, VA  AAS2S, LU/W             E)K
E)PIPAREGE/NETO, VBI AMI3S, GI/GNOMAI        E)PI  PARA
KATEKRU/BHSAN, VDI API3P, KRU/PTW          KATA
KATALA/BETE, VB  AAD2P, LAMBA/NW         KATA
E)NARXOME/NOUS, V1  PMPAPM, A)/RXW           E)N
KATAPOLEMEI=TE, V2  PAI2P, POLEME/W         KATA
KATEFU/GOSAN, VBI AAI3P, FEU/GW           KATA
E)PEKU/LISAN, VAI AAI3P, KULI/W           E)PI
E)CWLE/QREUSAN, VAI AAI3P, O)LEQREU/W       E)K
DIASESW|SME/NOS, VM  XMPNSM, SW/ZW            DIA
PERIEKA/QISEN, VAI AAI3S, I(/ZW            PERI  KATA
E)PE/PESAN, VAI AAI3P, PI/PTW           E)PI
E)NE/PRHSEN, VAI AAI3S, PI/MPRHMI        E)N
A)NEI=LEN, VBI AAI3S, AI(RE/W          A)NA
SUNANTA=N, V3  PAN, A)NTA/W          SUN
E)COLEQREUQW=SIN, VC  APS3P, O)LEQREU/W       E)K
PROSLOGI/ZETAI, V1  PMI3S, LOGI/ZOMAI       PROS
KATEME/RISEN, VAI AAI3S, MERI/ZW          KATA
KATAKLHRONOMH/SANTES, VA  AAPNPM, KLHRONOME/W      KATA
E)PE/BHS, VZI AAI2S, BAI/NW           E)PI
PROSETE/QHS, VCI API2S, TI/QHMI          PROS
E)KPERIPOREU/ETAI, V1  PMI3S, POREU/OMAI       E)K   PERI
DIEKBALEI=, VF2 FAI3S, BA/LLW           DIA   E)K
PARAPOREU/ETAI, V1  PMI3S, POREU/OMAI       PARA
A)FORISQEI=SAI, VC  APPNPF, O(RI/ZW          A)PO
E)CEKE/NTHSAN, VAI AAI3P, KENTE/W          E)K
SUNA/YOUSIN, VF  FAI3P, A(/PTW           SUN
E)KKA/QARON, VB  AAD2S, KAQARI/ZW        E)K
E)KKAQARIEI=S, VF2 FAI2S, KAQARI/ZW        E)K
U(PERISXU/EIS, V1  PAI2S, I)SXU/W          U(PER
E)CEKKLHSIA/SQH, VSI API3S, KLHSIA/ZW        E)K
E)KLUQH/SESQE, VC  FPI2P, LU/W             E)K
DIELQE/TWSAN, VB  AAD3P, E)/RXOMAI        DIA
DIAGRAYA/TWSAN, VA  AAD3P, GRA/FW           DIA
PARAGENH/QHTE, VC  APD2P, GI/GNOMAI        PARA
PROSANABH/SETAI, VF  FMI3S, BAI/NW           PROS  A)NA
SUNA/YEI, VF  FAI3S, A(/PTW           SUN
E)CE/QLIYAN, VAI AAI3P, QLI/BW           E)K
E)MBATEU=SAI, VA  AAN, BATEU/W          E)N
KATAKLHRONOMEI=N, V2  PAN, KLHRONOME/W      KATA
E)GKATALELOI/PATE, VX  XAI2P, LEI/PW           E)N   KATA
A)POSTRAFE/NTES, VD  APPNPM, STRE/FW          A)PO
A)POSTH=TE, VH  AAS2P, I(/STHMI         A)PO
KATASKHNOI=, V4  PAI3S, SKHNO/W          KATA
A)PO/STHTE, VH  AAD2P, I(/STHMI         A)PO
A)PALLOTRIW/SOUSIN, VF  FAI3P, A)LLOTRIO/W      A)PO
E)PE/RRIFA, VAI AAI1S, R(I/PTW          E)PI
E)CWLE/QREUSA, VAI AAI1S, O)LEQREU/W       E)K
A)PO/LWNTAI, VB  AMS3P, O)LLU/W          A)PO
KATISXU/SATE, VA  AAD2P, I)SXU/W          KATA
E)CEPOLE/MEI, V2I IAI3S, POLEME/W         E)K
A)POSTRAFH=TE, VD  APS2P, STRE/FW          A)PO
PROSQH=SQE, VE  AMS2P, TI/QHMI          PROS
SUGKATAMIGH=TE, VA  AAS2P, MI/GNUMI         SUN   KATA
PROSQH=|, VE  AAS3S, TI/QHMI          PROS
KATEKLHRONOMH/SATE, VAI AAI2P, KLHRONOME/W      KATA
E)CEI/LATO, VBI AMI3S, AI(RE/W          E)K
PAREGENH/QHTE, VCI API2P, GI/GNOMAI        PARA
KATW|KI/SQHTE, VSI API2P, OI)KI/ZW         KATA
PERIEFE/ROSAN, VAI AAI3P, FE/RW            PERI
A)POKEKOMME/NOI, VP  XPPNPM, KO/PTW           A)PO
E)KDE/DOSAI/, VM  XMI2S, DI/DWMI          E)K
E)CAI/RWN, V1  PAPNSM, AI)/RW           E)K
E)CA=RAI, VA  AAN, AI)/RW           E)K
E)CE/QLIYEN, VAI AAI3S, QLI/BW           E)K
DIASKEDA/SW, VF  FAI1S, SKEDA/ZW         DIA
DIAQH/SESQE, VF  FMI2P, TI/QHMI          DIA
E)CARW=, VF2 FAI1S, AI)/RW           E)K
E)CEPO/RNEUSAN, VAI AAI3P, PORNEU/W         E)K
E)KQLIBO/NTWN, V1  PAPGPM, QLI/BW           E)K
E)NE/PHCEN, VAI AAI3S, PH/GNUMI         E)N
E)PEISH/NEGKEN, VAI AAI3S, FE/RW            E)PI  EI)S
A)POKENOI=, V4  PAI3S, KENO/W           A)PO
PROSNOW=N, V2  PAPNSM, NOE/W            PROS
E)CESTW\S, VXI XAPNSM, I(/STHMI         E)K
E)NWTI/SASQE, V1  PMD2P, W)TO/ZOMAI       E)N
A)PAI/REIN, V1  PAN, AI)/RW           A)PO
DIESTRAMME/NAS, VP  XMPAPF, STRE/FW          DIA
SUNE/DRWN, V3I IAI3P, DRA/W            SUN
DIHGEI=SQE, V2  PMD2P, H(GE/OMAI        DIA
E)CERRI/ZWSEN, VAI AAI3S, R(I/ZW           E)K
E)CE/SUREN, VAI AAI3S, SU/RW            E)K
KATAPATH/SEI, VF  FAI3S, A)PATA/W         KATA
KATARA=SQE, V3  PMD2P, A)RA/OMAI        KATA
DIH/LWSEN, VAI AAI3S, H(LO/W           DIA
KATEKULI/SQH, VSI API3S, KULI/W           KATA
E)CODEUQEI/S, VC  APPNSM, O(DEU/W          E)K
DIAMERI/ZONTA, V1  PAPASM, MERI/ZW          DIA
A)NE/BAINAN, VAI AAI3P, BAI/NW           A)NA
E)/KXEE, V2  PAD2S, XE/W             E)K
E)CEPI/ASEN, VAI AAI3S, I)A/OMAI         E)K   E)PI
E)PISTREFE/TW, V1  PAD3S, STRE/FW          E)PI
KATE/NEGKON, VAI AAD2S, FE/RW            KATA
E)KKAQARW=, VF2 FAI1S, KAQAI/RW         E)K
E)CETI/NACAN, VAI AAI3P, TINA/SSW         E)K
